Row ID,Order ID,Order Date,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
4985,CA-2015-160696,9/6/2015,CK-12760,Cyma Kinney,Corporate,United States,Nashville,Tennessee,37211,South,OFF-FA-10003059,Fasteners,Assorted Color Push Pins,7.24,5,0.2,1.1765
4986,CA-2014-125171,9/3/2014,AG-10390,Allen Goldenen,Consumer,United States,New York City,New York,10009,East,OFF-LA-10001175,Labels,Avery 514,14.4,5,0,7.056
4987,CA-2016-149279,4/24/2016,CL-12700,Craig Leslie,Home Office,United States,Colorado Springs,Colorado,80906,West,OFF-PA-10003441,Paper,Xerox 226,15.552,3,0.2,5.4432
4990,CA-2017-107321,8/31/2017,AW-10930,Arthur Wiediger,Home Office,United States,San Francisco,California,94110,West,OFF-BI-10004022,Binders,Acco Suede Grain Vinyl Round Ring Binder,6.672,3,0.2,2.1684
4992,US-2017-122714,12/7/2017,HG-14965,Henry Goldwyn,Corporate,United States,Chicago,Illinois,60653,Central,OFF-BI-10001120,Binders,Ibico EPK-21 Electric Binding System,1889.99,5,0.8,-2929.4845
4993,CA-2015-153038,12/18/2015,RB-19645,Robert Barroso,Corporate,United States,Memphis,Tennessee,38109,South,OFF-EN-10000461,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",55.936,8,0.2,18.8784
4996,CA-2014-132227,11/4/2014,SZ-20035,Sam Zeldin,Home Office,United States,New York City,New York,10011,East,OFF-BI-10000962,Binders,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",52.064,4,0.2,18.8732
4997,CA-2017-155824,3/10/2017,KS-16300,Karen Seio,Corporate,United States,Raleigh,North Carolina,27604,South,OFF-AP-10000390,Appliances,Euro Pro Shark Stick Mini Vacuum,48.784,1,0.2,3.6588
4999,CA-2016-129238,1/31/2016,SC-20050,Sample Company A,Home Office,United States,Los Angeles,California,90045,West,TEC-PH-10004120,Phones,AT&T 1080 Phone,109.592,1,0.2,8.2194
5001,CA-2017-159688,5/7/2017,AB-10060,Adam Bellavance,Home Office,United States,Los Angeles,California,90004,West,TEC-AC-10000736,Accessories,Logitech G600 MMO Gaming Mouse,79.99,1,0,28.7964
5002,CA-2016-136126,5/24/2016,EH-14125,Eugene Hildebrand,Home Office,United States,Newport News,Virginia,23602,South,OFF-SU-10000898,Supplies,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",69.5,5,0,20.155
5004,CA-2016-155033,10/7/2016,CC-12475,Cindy Chapman,Consumer,United States,Los Angeles,California,90032,West,OFF-PA-10000143,Paper,Astroparche Fine Business Paper,10.56,2,0,5.0688
5005,CA-2014-156006,4/30/2014,TM-21010,Tamara Manning,Consumer,United States,Jackson,Mississippi,39212,South,TEC-AC-10002550,Accessories,Maxell 4.7GB DVD-RW 3/Pack,47.79,3,0,16.2486
5006,CA-2015-158659,11/10/2015,SC-20695,Steve Chapman,Corporate,United States,Richmond,Indiana,47374,Central,OFF-ST-10003306,Storage,Letter Size Cart,714.3,5,0,207.147
5007,CA-2015-169796,11/9/2015,Dp-13240,Dean percer,Home Office,United States,New York City,New York,10035,East,TEC-MA-10000045,Machines,Zebra ZM400 Thermal Label Printer,2321.9,2,0,1114.512
5009,CA-2015-102876,9/7/2015,LR-17035,Lisa Ryan,Corporate,United States,Philadelphia,Pennsylvania,19134,East,OFF-BI-10004781,Binders,GBC Wire Binding Strips,9.522,1,0.7,-6.9828
5012,US-2017-139647,5/11/2017,TS-21370,Todd Sumrall,Corporate,United States,Phoenix,Arizona,85023,West,FUR-BO-10004467,Bookcases,Bestar Classic Bookcase,209.979,7,0.7,-356.9643
5013,US-2017-160465,7/21/2017,SW-20350,Sean Wendt,Home Office,United States,Cleveland,Ohio,44105,East,OFF-BI-10001670,Binders,Vinyl Sectional Post Binders,33.93,3,0.7,-22.62
5016,CA-2014-153850,11/24/2014,TH-21100,Thea Hendricks,Consumer,United States,Toledo,Ohio,43615,East,FUR-FU-10002960,Furnishings,"Eldon 200 Class Desk Accessories, Burgundy",35.168,7,0.2,9.6712
5018,CA-2014-127558,11/15/2014,SS-20410,Shahid Shariari,Consumer,United States,Los Angeles,California,90008,West,FUR-FU-10002505,Furnishings,Eldon 100 Class Desk Accessories,10.11,3,0,3.2352
5021,CA-2017-136511,3/23/2017,MZ-17515,Mary Zewe,Corporate,United States,New York City,New York,10011,East,OFF-SU-10003505,Supplies,Premier Electric Letter Opener,347.58,3,0,17.379
5022,CA-2016-133795,12/18/2016,JE-15475,Jeremy Ellison,Consumer,United States,San Diego,California,92037,West,TEC-AC-10001465,Accessories,SanDisk Cruzer 64 GB USB Flash Drive,72.64,2,0,21.792
5025,US-2017-130953,7/29/2017,RF-19735,Roland Fjeld,Consumer,United States,Oklahoma City,Oklahoma,73120,Central,OFF-BI-10004828,Binders,GBC Poly Designer Binding Covers,33.48,2,0,16.4052
5029,CA-2014-151792,9/2/2014,CV-12295,Christina VanderZanden,Consumer,United States,Chicago,Illinois,60653,Central,TEC-AC-10001606,Accessories,Logitech Wireless Performance Mouse MX for PC and Mac,239.976,3,0.2,53.9946
5030,CA-2017-139304,1/29/2017,VG-21790,Vivek Gonzalez,Consumer,United States,San Francisco,California,94109,West,OFF-AR-10001216,Art,Newell 339,8.34,3,0,2.1684
5033,CA-2016-155166,12/26/2016,BB-11545,Brenda Bowman,Corporate,United States,Vineland,New Jersey,8360,East,FUR-CH-10003968,Chairs,Novimex Turbo Task Chair,212.94,3,0,25.5528
5035,CA-2015-103954,8/9/2015,HR-14770,Hallie Redmond,Home Office,United States,Milwaukee,Wisconsin,53209,Central,FUR-BO-10004690,Bookcases,O'Sullivan Cherrywood Estates Traditional Barrister Bookcase,687.4,5,0,48.118
5036,CA-2014-169803,4/6/2014,SC-20260,Scott Cohen,Corporate,United States,Seattle,Washington,98115,West,FUR-TA-10000688,Tables,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",653.55,3,0,111.1035
5038,CA-2017-141719,11/17/2017,EG-13900,Emily Grady,Consumer,United States,Naperville,Illinois,60540,Central,TEC-AC-10003610,Accessories,Logitech Illuminated - Keyboard,239.96,5,0.2,83.986
5039,CA-2015-136469,7/11/2015,TS-21370,Todd Sumrall,Corporate,United States,Wilmington,Delaware,19805,East,FUR-TA-10001520,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",199.836,4,0.3,-37.1124
5042,CA-2016-158694,11/10/2016,AI-10855,Arianne Irving,Consumer,United States,Los Angeles,California,90036,West,OFF-PA-10002421,Paper,Embossed Ink Jet Note Cards,67.71,3,0,32.5008
5049,US-2014-104759,3/31/2014,DD-13570,Dorothy Dickinson,Consumer,United States,Chicago,Illinois,60610,Central,OFF-BI-10002071,Binders,Fellowes Black Plastic Comb Bindings,8.134,7,0.8,-13.8278
5051,CA-2015-150511,9/18/2015,AB-10060,Adam Bellavance,Home Office,United States,Des Moines,Washington,98198,West,OFF-PA-10001776,Paper,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",18.54,2,0,8.7138
5052,CA-2015-134922,11/7/2015,KB-16240,Karen Bern,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-EN-10000483,Envelopes,"White Envelopes, White Envelopes with Clear Poly Window",24.4,2,0.2,7.93
5053,US-2017-120607,5/19/2017,JC-15775,John Castell,Consumer,United States,Atlanta,Georgia,30318,South,OFF-PA-10003129,Paper,Tops White Computer Printout Paper,195.64,4,0,91.9508
5054,CA-2015-141243,1/3/2015,AH-10465,Amy Hunt,Consumer,United States,Dallas,Texas,75217,Central,TEC-AC-10003198,Accessories,Enermax Acrylux Wireless Keyboard,398.4,5,0.2,84.66
5057,CA-2015-162166,9/8/2015,NM-18520,Neoma Murray,Consumer,United States,Moreno Valley,California,92553,West,OFF-PA-10002606,Paper,Xerox 1928,26.4,5,0,11.88
5059,CA-2016-120796,4/3/2016,CS-11950,Carlos Soltero,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-BI-10004330,Binders,"GBC Velobind Prepunched Cover Sets, Regency Series",99.846,9,0.7,-83.205
5060,CA-2016-109722,12/5/2016,TP-21130,Theone Pippenger,Consumer,United States,Georgetown,Kentucky,40324,South,TEC-PH-10000560,Phones,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),699.98,2,0,195.9944
5062,CA-2015-136798,5/8/2015,DL-12925,Daniel Lacy,Consumer,United States,Minneapolis,Minnesota,55407,Central,OFF-BI-10003684,Binders,Wilson Jones Legal Size Ring Binders,43.98,2,0,21.99
5065,CA-2017-122196,9/22/2017,CA-12265,Christina Anderson,Consumer,United States,Wilmington,Delaware,19805,East,TEC-PH-10004977,Phones,GE 30524EE4,391.98,2,0,113.6742
5066,CA-2017-142090,11/30/2017,SC-20380,Shahid Collister,Consumer,United States,Burlington,North Carolina,27217,South,TEC-AC-10002001,Accessories,Logitech Wireless Gaming Headset G930,383.976,3,0.2,81.5949
5068,CA-2017-160934,1/15/2017,TT-21460,Tonja Turnell,Home Office,United States,Los Angeles,California,90008,West,OFF-AR-10003504,Art,Newell 347,21.4,5,0,6.206
5069,CA-2014-124478,8/8/2014,MA-17560,Matt Abelman,Home Office,United States,Trenton,Michigan,48183,Central,TEC-CO-10001571,Copiers,Sharp 1540cs Digital Laser Copier,549.99,1,0,274.995
5074,CA-2015-145485,11/5/2015,JM-16195,Justin MacKendrick,Consumer,United States,San Francisco,California,94109,West,OFF-ST-10000649,Storage,Hanging Personal Folder File,62.8,4,0,15.7
5075,CA-2017-151071,4/25/2017,MB-18085,Mick Brown,Consumer,United States,Los Angeles,California,90049,West,OFF-BI-10002103,Binders,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",13.904,2,0.2,4.5188
5076,CA-2014-134572,4/20/2014,SV-20365,Seth Vernon,Consumer,United States,Houston,Texas,77070,Central,FUR-TA-10001705,Tables,Bush Advantage Collection Round Conference Table,744.1,5,0.3,-95.67
5079,CA-2017-143217,11/11/2017,CG-12040,Catherine Glotzbach,Home Office,United States,Milwaukee,Wisconsin,53209,Central,OFF-BI-10002949,Binders,Prestige Round Ring Binders,18.24,3,0,8.5728
5080,US-2017-133312,11/25/2017,BD-11500,Bradley Drucker,Consumer,United States,San Francisco,California,94122,West,FUR-BO-10002213,Bookcases,"Sauder Forest Hills Library, Woodland Oak Finish",359.499,3,0.15,-29.6058
5082,US-2015-137533,12/18/2015,JK-15640,Jim Kriz,Home Office,United States,Cleveland,Ohio,44105,East,OFF-PA-10003441,Paper,Xerox 226,20.736,4,0.2,7.2576
5083,CA-2016-155138,9/8/2016,JM-15580,Jill Matthias,Consumer,United States,Monroe,North Carolina,28110,South,TEC-AC-10004209,Accessories,Memorex Froggy Flash Drive 4 GB,35.168,4,0.2,8.3524
5085,CA-2016-108350,6/6/2016,SC-20230,Scot Coram,Corporate,United States,Lowell,Massachusetts,1852,East,OFF-PA-10003656,Paper,Xerox 1935,105.52,4,0,48.5392
5086,CA-2015-144302,6/19/2015,ME-17320,Maria Etezadi,Home Office,United States,Dallas,Texas,75081,Central,OFF-BI-10001107,Binders,"GBC White Gloss Covers, Plain Front",5.792,2,0.8,-9.5568
5087,CA-2015-109001,3/5/2015,KN-16390,Katherine Nockton,Corporate,United States,Philadelphia,Pennsylvania,19120,East,TEC-PH-10000562,Phones,Samsung Convoy 3,466.158,7,0.4,-93.2316
5090,CA-2017-132738,8/4/2017,HM-14860,Harry Marie,Corporate,United States,Loveland,Colorado,80538,West,OFF-PA-10001752,Paper,Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright),7.968,2,0.2,2.8884
5092,CA-2017-156720,12/30/2017,JM-15580,Jill Matthias,Consumer,United States,Loveland,Colorado,80538,West,OFF-FA-10003472,Fasteners,Bagged Rubber Bands,3.024,3,0.2,-0.6048
5093,CA-2015-119102,5/23/2015,KH-16690,Kristen Hastings,Corporate,United States,Woonsocket,Rhode Island,2895,East,OFF-ST-10004507,Storage,Advantus Rolling Storage Box,51.45,3,0,13.8915
5094,US-2014-140452,12/6/2014,BK-11260,Berenike Kampe,Consumer,United States,Chicago,Illinois,60610,Central,OFF-AP-10004036,Appliances,Bionaire 99.97% HEPA Air Cleaner,14.016,4,0.8,-31.536
5100,CA-2015-141936,8/7/2015,PN-18775,Parhena Norris,Home Office,United States,Bakersfield,California,93309,West,OFF-BI-10002194,Binders,Cardinal Hold-It CD Pocket,19.152,3,0.2,6.4638
5101,CA-2014-158442,3/17/2014,AZ-10750,Annie Zypern,Consumer,United States,Dallas,Texas,75217,Central,OFF-AR-10003732,Art,Newell 333,4.448,2,0.2,0.3336
5104,CA-2015-167374,3/26/2015,GM-14500,Gene McClure,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-PA-10001950,Paper,Southworth 25% Cotton Antique Laid Paper & Envelopes,40.032,6,0.2,12.51
5106,CA-2014-116568,12/14/2014,BM-11785,Bryan Mills,Consumer,United States,Deltona,Florida,32725,South,FUR-CH-10002439,Chairs,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",186.304,4,0.2,13.9728
5107,CA-2015-147102,9/19/2015,NH-18610,Nicole Hansen,Corporate,United States,Columbus,Georgia,31907,South,TEC-AC-10000682,Accessories,Kensington K72356US Mouse-in-a-Box USB Desktop Mouse,66.36,4,0,23.226
5108,CA-2017-132213,4/25/2017,PN-18775,Parhena Norris,Home Office,United States,Nashville,Tennessee,37211,South,OFF-AR-10004078,Art,Newell 312,42.048,9,0.2,5.256
5110,CA-2014-138450,10/18/2014,EH-13765,Edward Hooks,Corporate,United States,Philadelphia,Pennsylvania,19134,East,OFF-EN-10001335,Envelopes,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",52.512,6,0.2,19.692
5113,CA-2015-153073,11/13/2015,HA-14905,Helen Abelman,Consumer,United States,Chicago,Illinois,60610,Central,FUR-FU-10001025,Furnishings,"Eldon Imàge Series Desk Accessories, Clear",17.496,9,0.6,-7.4358
5114,CA-2016-147970,1/31/2016,AB-10150,Aimee Bixby,Consumer,United States,Dallas,Texas,75220,Central,OFF-PA-10003936,Paper,Xerox 1994,15.552,3,0.2,5.4432
5115,CA-2016-150658,11/17/2016,MS-17365,Maribeth Schnelling,Consumer,United States,Carlsbad,New Mexico,88220,West,OFF-BI-10004140,Binders,Avery Non-Stick Binders,10.776,3,0.2,3.3675
5116,CA-2017-125640,7/25/2017,DD-13570,Dorothy Dickinson,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-LA-10004178,Labels,Avery 491,3.304,1,0.2,1.0738
5117,CA-2017-154137,11/11/2017,MT-17815,Meg Tillman,Consumer,United States,New York City,New York,10009,East,OFF-ST-10003324,Storage,Belkin OmniView SE Rackmount Kit,35.48,1,0,0
5118,CA-2015-127173,9/26/2015,GM-14500,Gene McClure,Consumer,United States,Oceanside,New York,11572,East,OFF-FA-10004854,Fasteners,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",34.44,3,0,16.1868
5121,CA-2014-149538,4/4/2014,KB-16585,Ken Black,Corporate,United States,Lafayette,Louisiana,70506,South,OFF-ST-10004180,Storage,Safco Commercial Shelving,232.55,5,0,9.302
5125,CA-2014-160766,9/14/2014,DM-13015,Darrin Martin,Consumer,United States,New York City,New York,10009,East,FUR-TA-10001039,Tables,KI Adjustable-Height Table,464.292,9,0.4,-108.3348
5132,CA-2017-146626,12/29/2017,BP-11185,Ben Peterman,Corporate,United States,Anaheim,California,92804,West,FUR-FU-10002501,Furnishings,Nu-Dell Executive Frame,101.12,8,0,37.4144
5133,CA-2015-123330,6/21/2015,EP-13915,Emily Phan,Consumer,United States,Deltona,Florida,32725,South,TEC-PH-10001819,Phones,Innergie mMini Combo Duo USB Travel Charging Kit,107.976,3,0.2,37.7916
5134,CA-2017-155607,11/26/2017,FG-14260,Frank Gastineau,Home Office,United States,New York City,New York,10009,East,OFF-AP-10001962,Appliances,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,58.73,7,0,14.6825
5136,CA-2016-151323,10/23/2016,AB-10255,Alejandro Ballentine,Home Office,United States,Seattle,Washington,98103,West,OFF-FA-10002983,Fasteners,Advantus SlideClip Paper Clips,17.05,5,0,8.184
5137,CA-2015-146696,12/14/2015,RD-19480,Rick Duston,Consumer,United States,San Diego,California,92105,West,OFF-BI-10002432,Binders,Wilson Jones Standard D-Ring Binders,8.096,2,0.2,2.7324
5138,CA-2016-128972,11/13/2016,TS-21430,Tom Stivers,Corporate,United States,Oklahoma City,Oklahoma,73120,Central,FUR-FU-10003096,Furnishings,"Master Giant Foot Doorstop, Safety Yellow",30.36,4,0,13.0548
5139,CA-2017-128335,9/29/2017,JA-15970,Joseph Airdo,Consumer,United States,Mount Vernon,New York,10550,East,OFF-EN-10001539,Envelopes,Staple envelope,23.34,3,0,10.9698
5141,CA-2015-154886,11/8/2015,SW-20455,Shaun Weien,Consumer,United States,San Francisco,California,94109,West,TEC-AC-10001956,Accessories,Microsoft Arc Touch Mouse,119.9,2,0,43.164
5142,CA-2016-111213,4/1/2016,FP-14320,Frank Preis,Consumer,United States,New York City,New York,10009,East,FUR-CH-10000454,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",1317.492,6,0.1,292.776
5145,CA-2017-161333,2/2/2017,JL-15835,John Lee,Consumer,United States,Los Angeles,California,90045,West,FUR-FU-10003039,Furnishings,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",86.26,2,0,29.3284
5148,CA-2017-128734,12/24/2017,JL-15175,James Lanier,Home Office,United States,Chandler,Arizona,85224,West,FUR-FU-10001731,Furnishings,Acrylic Self-Standing Desk Frames,8.544,4,0.2,1.9224
5150,CA-2014-141796,6/21/2014,JG-15160,James Galang,Consumer,United States,Long Beach,New York,11561,East,TEC-PH-10001578,Phones,Polycom SoundStation2 EX Conference phone,1214.85,3,0,352.3065
5151,CA-2017-125101,3/6/2017,SH-19975,Sally Hughsby,Corporate,United States,San Francisco,California,94109,West,OFF-ST-10000675,Storage,"File Shuttle II and Handi-File, Black",67.78,2,0,16.945
5152,CA-2017-169929,9/25/2017,LS-17200,Luke Schmidt,Corporate,United States,Helena,Montana,59601,West,OFF-ST-10002352,Storage,Iris Project Case,39.9,5,0,10.374
5153,US-2014-121566,6/30/2014,CS-11860,Cari Schnelling,Consumer,United States,New York City,New York,10011,East,OFF-BI-10004528,Binders,Cardinal Poly Pocket Divider Pockets for Ring Binders,2.688,1,0.2,0.84
5155,US-2015-124219,8/7/2015,KW-16570,Kelly Williams,Consumer,United States,Kirkwood,Missouri,63122,Central,OFF-BI-10002215,Binders,"Wilson Jones Hanging View Binder, White, 1""",28.4,4,0,13.064
5157,CA-2017-163006,6/30/2017,GH-14410,Gary Hansen,Home Office,United States,Chicago,Illinois,60653,Central,TEC-PH-10002584,Phones,Samsung Galaxy S4,1001.584,2,0.2,125.198
5160,CA-2015-156146,10/26/2015,AG-10495,Andrew Gjertsen,Corporate,United States,Peoria,Arizona,85345,West,TEC-PH-10001700,Phones,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,105.584,2,0.2,9.2386
5162,CA-2014-111192,7/30/2014,TS-21430,Tom Stivers,Corporate,United States,Seattle,Washington,98103,West,FUR-BO-10002916,Bookcases,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",1367.84,8,0,259.8896
5163,CA-2016-115378,11/18/2016,AJ-10945,Ashley Jarboe,Consumer,United States,Taylor,Michigan,48180,Central,FUR-CH-10000863,Chairs,Novimex Swivel Fabric Task Chair,301.96,2,0,33.2156
5164,CA-2015-161627,7/6/2015,SJ-20215,Sarah Jordon,Consumer,United States,Pasadena,California,91104,West,FUR-CH-10003968,Chairs,Novimex Turbo Task Chair,170.352,3,0.2,-17.0352
5165,CA-2014-121006,11/10/2014,SC-20020,Sam Craven,Consumer,United States,Midland,Michigan,48640,Central,OFF-AR-10001149,Art,"Avery Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",3.9,2,0,1.521
5171,CA-2016-122903,5/27/2016,LA-16780,Laura Armstrong,Corporate,United States,Detroit,Michigan,48205,Central,FUR-CH-10002024,Chairs,HON 5400 Series Task Chairs for Big and Tall,3504.9,5,0,700.98
5174,CA-2015-107741,3/8/2015,FC-14335,Fred Chung,Corporate,United States,Pueblo,Colorado,81001,West,OFF-AR-10002399,Art,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",3.408,1,0.2,0.8946
5175,CA-2017-106432,10/19/2017,CA-12265,Christina Anderson,Consumer,United States,Waco,Texas,76706,Central,OFF-BI-10002799,Binders,"SlimView Poly Binder, 3/8""",2.072,2,0.8,-3.5224
5177,CA-2016-148908,11/5/2016,JH-15985,Joseph Holt,Consumer,United States,San Francisco,California,94109,West,OFF-BI-10002082,Binders,GBC Twin Loop Wire Binding Elements,53.248,2,0.2,19.968
5178,CA-2016-123015,12/26/2016,AJ-10795,Anthony Johnson,Corporate,United States,New York City,New York,10024,East,OFF-BI-10004967,Binders,Round Ring Binders,4.992,3,0.2,1.6848
5179,US-2015-120502,4/13/2015,BT-11395,Bill Tyler,Corporate,United States,Los Angeles,California,90036,West,FUR-FU-10004973,Furnishings,Flat Face Poster Frame,37.68,2,0,15.8256
5182,CA-2017-108749,9/12/2017,DJ-13510,Don Jones,Corporate,United States,Woonsocket,Rhode Island,2895,East,OFF-PA-10003797,Paper,Xerox 209,45.36,7,0,21.7728
5184,CA-2017-163335,9/24/2017,AG-10675,Anna Gayman,Consumer,United States,Columbus,Georgia,31907,South,OFF-ST-10000885,Storage,Fellowes Desktop Hanging File Manager,40.29,3,0,10.0725
5186,CA-2015-134719,10/10/2015,JD-15790,John Dryer,Consumer,United States,Jacksonville,Florida,32216,South,OFF-ST-10004459,Storage,Tennsco Single-Tier Lockers,1801.632,6,0.2,-337.806
5187,US-2015-154389,11/27/2015,EH-14125,Eugene Hildebrand,Home Office,United States,Philadelphia,Pennsylvania,19140,East,TEC-PH-10002789,Phones,LG Exalt,748.752,8,0.4,-162.2296
5188,CA-2015-115567,9/13/2015,ZC-21910,Zuschuss Carroll,Consumer,United States,Columbus,Indiana,47201,Central,TEC-AC-10001314,Accessories,Case Logic 2.4GHz Wireless Keyboard,199.96,4,0,15.9968
5190,US-2017-136679,11/14/2017,XP-21865,Xylona Preis,Consumer,United States,Pasadena,Texas,77506,Central,TEC-AC-10004855,Accessories,V7 USB Numeric Keypad,167.952,6,0.2,-27.2922
5192,US-2017-141943,5/5/2017,DK-12985,Darren Koutras,Consumer,United States,San Francisco,California,94122,West,OFF-EN-10003448,Envelopes,"Peel & Seel Recycled Catalog Envelopes, Brown",23.16,2,0,11.58
5193,CA-2014-101560,11/28/2014,CS-12250,Chris Selesnick,Corporate,United States,Columbia,South Carolina,29203,South,FUR-FU-10003773,Furnishings,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,397.6,5,0,43.736
5197,CA-2014-159709,5/10/2014,AI-10855,Arianne Irving,Consumer,United States,Kent,Washington,98031,West,OFF-EN-10001434,Envelopes,"Strathmore #10 Envelopes, Ultimate White",158.13,3,0,77.4837
5199,CA-2016-103982,3/3/2016,AA-10315,Alex Avila,Consumer,United States,Round Rock,Texas,78664,Central,OFF-SU-10000151,Supplies,High Speed Automatic Electric Letter Opener,3930.072,3,0.2,-786.0144
5203,CA-2015-142454,8/15/2015,RE-19450,Richard Eichhorn,Consumer,United States,Oakland,California,94601,West,FUR-FU-10004018,Furnishings,Tensor Computer Mounted Lamp,104.23,7,0,28.1421
5205,CA-2015-102015,9/12/2015,TM-21010,Tamara Manning,Consumer,United States,Auburn,New York,13021,East,OFF-AR-10004685,Art,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",9.26,2,0,3.0558
5211,CA-2015-156755,1/12/2015,YS-21880,Yana Sorensen,Corporate,United States,Newark,Delaware,19711,East,OFF-ST-10002615,Storage,"Dual Level, Single-Width Filing Carts",465.18,3,0,120.9468
5212,CA-2015-130876,5/12/2015,AZ-10750,Annie Zypern,Consumer,United States,New York City,New York,10024,East,OFF-ST-10004258,Storage,Portable Personal File Box,36.63,3,0,9.8901
5213,CA-2016-145898,9/26/2016,CM-12445,Chuck Magee,Consumer,United States,Redlands,California,92374,West,OFF-ST-10004507,Storage,Advantus Rolling Storage Box,51.45,3,0,13.8915
5217,US-2017-159562,9/9/2017,JB-16000,Joy Bell-,Consumer,United States,Roseville,Michigan,48066,Central,OFF-EN-10000461,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",17.48,2,0,8.2156
5218,CA-2017-134635,4/15/2017,NS-18640,Noel Staavos,Corporate,United States,Los Angeles,California,90049,West,OFF-PA-10002254,Paper,Xerox 1883,79.14,3,0,36.4044
5219,CA-2017-167080,6/10/2017,LC-16930,Linda Cazamias,Corporate,United States,New York City,New York,10011,East,OFF-AR-10001868,Art,Prang Dustless Chalk Sticks,8.4,5,0,4.2
5220,CA-2017-145653,9/1/2017,CA-12775,Cynthia Arntzen,Consumer,United States,Detroit,Michigan,48205,Central,FUR-CH-10004875,Chairs,Harbour Creations 67200 Series Stacking Chairs,498.26,7,0,134.5302
5221,CA-2014-140487,6/14/2014,SR-20425,Sharelle Roach,Home Office,United States,Detroit,Michigan,48234,Central,FUR-BO-10000711,Bookcases,"Hon Metal Bookcases, Gray",212.94,3,0,57.4938
5222,CA-2017-117401,5/18/2017,PP-18955,Paul Prost,Home Office,United States,Springfield,Missouri,65807,Central,OFF-AP-10000938,Appliances,Avanti 1.7 Cu. Ft. Refrigerator,706.86,7,0,197.9208
5225,US-2017-109582,9/12/2017,JM-15865,John Murray,Consumer,United States,Los Angeles,California,90036,West,OFF-PA-10004071,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",166.44,3,0,79.8912
5226,CA-2016-119865,6/21/2016,AS-10090,Adam Shillingsburg,Consumer,United States,New York City,New York,10011,East,OFF-BI-10001553,Binders,SpineVue Locking Slant-D Ring Binders by Cardinal,36.56,5,0.2,12.796
5229,US-2014-147648,11/26/2014,LS-16975,Lindsay Shagiari,Home Office,United States,San Francisco,California,94109,West,OFF-PA-10001033,Paper,Xerox 1893,81.98,2,0,40.1702
5230,CA-2017-124436,3/19/2017,SA-20830,Sue Ann Reed,Consumer,United States,Fresno,California,93727,West,OFF-BI-10001553,Binders,SpineVue Locking Slant-D Ring Binders by Cardinal,14.624,2,0.2,5.1184
5234,CA-2014-115084,10/18/2014,LS-17200,Luke Schmidt,Corporate,United States,Texarkana,Arkansas,71854,South,FUR-CH-10004626,Chairs,Office Star Flex Back Scooter Chair with Aluminum Finish Frame,605.34,6,0,145.2816
5235,CA-2017-131037,8/22/2017,TM-21490,Tony Molinari,Consumer,United States,San Francisco,California,94110,West,FUR-TA-10001768,Tables,Hon Racetrack Conference Tables,210.008,1,0.2,2.6251
5236,CA-2016-111143,11/19/2016,TT-21265,Tim Taslimi,Corporate,United States,Indianapolis,Indiana,46203,Central,OFF-AP-10001947,Appliances,Acco 6 Outlet Guardian Premium Plus Surge Suppressor,54.96,3,0,15.9384
5237,CA-2014-166744,9/20/2014,DN-13690,Duane Noonan,Consumer,United States,Columbia,Maryland,21044,East,FUR-FU-10004952,Furnishings,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",164.22,3,0,50.9082
5240,CA-2016-116561,9/11/2016,EB-14110,Eugene Barchas,Consumer,United States,San Jose,California,95123,West,OFF-ST-10004186,Storage,"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D",332.94,3,0,6.6588
